smiles,Egc,Egb,Eib,Ei,Eea,nc,ne,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Eat,LOI,Xc,Xe,Cp,Td,Tg,Tm
[*]Oc1ccc(-c2ccc3c(c2)C(C)(c2ccc(-c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C(=O)N(C(=O)SS[*])C6=O)C5=O)cc2)CC3(C)C)cc1,3.012734,2.6653137,3.0846334,5.754586,2.3672469,1.9303166,1.6257609,97.58837,72.70996,2073.846,0.44487906,11.551014,25.402739,2.755991,0.49920976,22.810799,-6.0899954,31.15813,39.700935,35.268787,1.2285324,719.85596,542.09845,639.18823
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc4c(c3)C(=O)N(c3cc(-c5c([2H])c([2H])c([2H])c([2H])c5[2H])ccc3-c3ccc5c(c3)C(=O)N([*])C5=O)C4=O)cc1)C2=O,3.0145533,2.6872315,3.1323597,5.7583823,2.5314295,1.9396522,1.6305282,97.729065,75.445076,2183.4668,0.5658369,14.864529,35.17339,3.1562233,0.6403024,32.806313,-6.0545607,32.507786,37.869354,36.9545,1.2605213,738.5228,552.93445,633.89056
[*]Oc1ccc(-c2ccc(N=Cc3ccc(Nc4nc5ccccc5n4-c4ccc(C=Nc5ccc(-c6ccc7[nH]c([*])nc7c6)cc5)cc4)cc3)cc2)cc1,3.4502292,3.1547446,3.4876423,5.636763,2.2149568,2.0541964,1.6792967,79.7654,71.47111,2180.4038,0.92054284,8.386124,19.78809,2.2420282,0.7376962,19.041641,-6.1358714,29.770851,34.17941,32.523766,1.1987464,733.91156,523.6279,618.2598
[*]c1cccc(-c2ccc(C3(c4ccc(C5C(=O)N(c6ccc(-c7cccc(-c8ccc(N=Nc9ccc([N+](=O)[O-])cc9Cl)c(C)c8)c7)cc6)C(=O)C5[*])cc4)c4ccccc4-c4ccccc43)cc2)c1,3.3581176,3.0284445,3.3574064,5.6396646,2.1626272,2.0135934,1.6690713,96.49095,77.56961,2310.793,0.60309553,11.914343,27.868189,2.8656335,0.6116581,23.645687,-6.1012087,30.211142,36.142155,34.830044,1.2285471,725.95935,548.1391,621.1783
[*]c1nc2ccccc2nc1-c1ccc(P(=O)(c2ccccc2)c2ccc(C3CCCC(c4ccc(-c5ccc6c(c5)C(=O)N(c5nc7ccccc7nc5[*])C6=O)cc4)C3)cc2)cc1,3.4892612,3.1649613,3.4168859,5.7762494,2.2931983,1.9530427,1.6418787,86.22059,62.67245,2289.5737,1.0527358,15.134077,28.462204,4.1208563,0.9060849,24.707455,-6.0935745,31.169832,37.99152,37.451107,1.2777538,739.9145,535.11584,633.6736
[*]c1nc(Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)nc(-c2ccc3ccccc3c2N2CCCCC2)n1,2.7606707,2.4750333,3.1214614,5.4624696,2.3267941,1.9162232,1.6302856,81.23091,69.83343,2191.2598,0.5547526,9.999338,23.049835,2.5452328,0.61834574,20.567816,-5.9403925,30.616245,37.968807,36.8318,1.2821634,773.0957,540.7261,640.5697
[*]Nc1ccc(-c2ccc(-c3ccc4c(c3)C(=O)N([*])C4=O)cc2-c2ccc3c(c2)C(=O)N(c2ccc(CCCCCCCC)cc2)C3=O)cc1,3.2340248,2.914217,3.1853704,5.7968254,2.2296298,1.8851432,1.6092336,85.15361,68.59551,1780.719,0.48374963,12.3306465,25.287312,3.2029462,0.5336492,21.655901,-6.1263056,28.796047,32.09209,32.10297,1.2384443,745.6817,519.36096,613.78625
[*]c1ccc(-c2ccc(Oc3cc([*])ccc3-c3cccc4c(-c5ccc([N+](=O)[O-])cc5)cccc34)cc2)cc1,3.3962595,3.1012619,3.4284449,5.6375136,2.1609793,2.0406833,1.6676462,89.02755,70.66041,2257.2556,0.56429386,6.709471,19.18723,1.8392153,0.60141754,18.099535,-6.0817685,29.995031,36.7096,35.650288,1.2351149,723.8537,529.1771,605.2359
[*]c1ccc(-c2ccc3c(c2)C(=O)N(C2(SSC(=O)N4C(=O)c5ccc(-c6cc([*])[nH]n6)cc5C4=O)CC4CC2C2CCCC42)C3=O)cc1,3.0423784,2.7473347,3.1779938,5.7050185,2.4775224,1.8866132,1.6049918,90.880005,74.38134,2105.092,0.40205324,10.452696,27.077429,2.410452,0.51416004,25.347282,-6.1202097,30.407574,37.16427,32.477676,1.1878468,696.8457,508.8957,577.7943
[*]c1nc2ccc(-c3cc(C)c(Cc4c(C)cc(-c5ccc6c(c5)C(=O)N(c5ccc7c(c5)C(=O)N([*])C7=O)C6=O)cc4C)c(C)c3)cc2c(=O)o1,3.3008049,2.865128,3.1483996,5.935396,2.4880414,1.8742324,1.5945287,89.69417,61.552525,1889.4534,0.5341029,9.998518,25.911356,2.770253,0.52394044,21.250652,-6.1003547,31.183239,36.35454,33.972607,1.2195401,761.7046,563.3367,640.3574
[*]c1cc(-c2ccc(N([*])C)cc2)cc(N2C(=O)c3ccc(-c4cc(C)c(N5C(=O)c6ccc(-c7cccc8ccccc78)cc6C5=O)c(C)c4)cc3C2=O)c1,3.3000154,3.0924017,3.3042068,5.8595805,2.4195988,1.9766102,1.647654,85.56785,71.261925,1943.624,0.85285544,14.7251425,36.277775,3.9023485,0.89485466,31.22622,-6.0922093,33.900475,41.707905,37.37646,1.2438891,779.38293,547.30396,632.29425
[*]Nc1ccc(-c2c(-c3ccc(N4CCCCC4)cc3-c3ccc(-c4ccc(S(=O)(=O)c5ccc([*])cc5)cc4)cc3)ccc3ccccc23)cc1,3.5609956,3.3577378,3.4979115,5.8663797,2.3589842,2.0053144,1.6500684,65.23186,70.35886,1929.1488,0.8496195,14.274378,27.865257,3.5658836,0.78355527,27.000957,-6.1304264,32.956387,38.680546,36.270256,1.2251052,759.83203,520.73157,622.24554
[*]c1nnc(Nc2ccc(S(=O)(=O)c3ccc(Nc4ccccc4-c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)o1,3.56891,3.1760097,3.4242904,6.0291224,2.5253155,2.0059087,1.6682699,78.519,65.30714,1802.3441,0.44253242,8.316126,20.630974,1.9449666,0.40161932,17.965086,-6.0607867,32.33793,39.50604,37.700413,1.2554423,684.48267,548.6519,610.9273
[*]c1cccc(-c2ccc(-c3ccc4c(c3)C(C)(c3ccc(N5C(=O)c6ccc(-c7cccc(-c8cccc([*])c8)c7)cc6C5=O)cc3)CC4(C)C)cc2)c1,3.519325,3.2256093,3.339719,5.8698926,2.1557055,1.9691218,1.640633,93.84515,77.04136,2281.7585,0.8105079,10.826839,29.047657,2.7398133,0.7815324,25.248505,-6.0628633,32.53183,39.498363,38.69162,1.2743506,773.6887,518.7843,610.3728
[*]Nc1ccc(N2C(=O)c3ccc(-c4ccc5ccccc5c4-c4nc([*])nc(-c5ccc(C(=O)O)cc5)n4)cc3C2=O)cc1,3.1295397,2.8208768,3.1960287,5.6496124,2.3265998,1.9380393,1.6326333,92.92505,78.60597,2287.0303,0.6703497,11.524398,25.063053,3.1874838,0.741658,22.594036,-6.035373,33.53693,44.06429,39.334297,1.2761028,770.82874,530.354,619.08575
[*]c1ccc(-c2ccc(C(=O)N3C(=O)c4ccc(Sc5nnc([*])o5)cc4C3=O)c(C)c2)cc1,3.3063512,2.867887,3.135438,5.945641,2.5206792,1.9197668,1.6165291,100.40757,72.287636,2021.4802,0.44072592,6.8147388,18.748447,1.921329,0.4699998,17.52555,-6.1294656,31.46686,40.351654,34.501595,1.1952947,708.988,534.9242,624.7771
[*]c1ccc(-c2ccc(F)cc2)c(-c2cc([*])ccc2-c2ccccc2-c2ccc(-c3ccc(F)cc3)cc2)c1,3.533571,3.231456,3.2747307,5.9001884,2.1843007,1.8981712,1.6085835,86.613495,70.01784,2216.7988,0.9059037,15.821913,29.905262,3.668538,1.0289462,34.019608,-6.1073604,33.139652,41.14476,37.72213,1.2151736,763.751,492.51047,572.797
[*]Nc1ccc(-c2cc(Nc3ccc(-c4ccc5c(c4)C(=O)N(c4ccc([*])c(Cl)c4)C5=O)cc3)c(C)cc2C)cc1,3.3107264,2.9543703,3.4283807,5.4987473,2.1325133,1.922496,1.619991,86.64098,67.970955,1804.7996,0.67073476,9.796867,27.325481,2.5647528,0.62931967,23.749863,-6.1355505,31.405987,37.997673,35.048378,1.2046832,771.6374,535.61444,628.8111
[*]Oc1cccc(-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(Nc4cccc5c4C(=O)N(c4ccc(-c6cccc7c6C(=O)N([*])C7=O)cc4)C5=O)cc3)cc2)c1,3.4851983,3.197375,3.4664915,5.799762,2.2846146,1.9086846,1.6119074,84.16221,60.1393,1980.1444,0.73599684,9.6367035,23.33682,2.6566882,0.6992805,20.9176,-6.1213307,30.4178,32.49426,33.7273,1.2714477,745.9816,540.14124,612.11957
[*]Oc1ccc(-c2cc(C3CC(=O)N([*])C3=O)ccc2-c2ccccc2)cc1-c1ccc2c(c1)OCO2,3.8118021,3.4471993,3.4940755,5.948188,2.0829027,1.9049009,1.6215057,86.28325,71.49088,2013.1252,0.60975146,7.7333117,17.73569,2.3137784,0.58305407,15.917292,-5.998518,29.846115,42.705784,37.51818,1.2400863,665.6349,479.69577,577.51526
[*]C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc([*])cc3C(F)(F)F)C4=O)cc2)cc1,3.59839,3.2783482,3.396935,5.8838744,2.2393527,1.8977984,1.615479,88.4936,74.44749,2320.8997,0.7129551,12.991131,27.65772,3.3532524,0.81866276,27.269407,-6.139186,32.30514,36.058537,33.921597,1.2357217,714.36053,534.95123,605.7402
[*]c1ccc(-c2cccc(-c3cc(C)c(-c4ccccc4)c(C)c3)c2)cc1-c1cccc2c1C(=O)N(c1cccc3c1C(=O)N([*])C3=O)C2=O,3.7011895,3.4170566,3.4331248,6.0359983,2.2508755,1.9106437,1.6032029,90.767204,63.685314,1898.6307,0.81572187,14.867817,37.566704,3.7326226,0.82132983,33.98633,-6.087213,29.157705,33.53535,35.051632,1.2456005,744.2712,561.004,618.8756
[*]c1ccc(-c2ccc(Oc3ccc4c(c3)c3ccccc3n4-c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2C)cc1,3.3624554,3.115615,3.394673,5.706484,2.1661913,1.8806827,1.5899256,87.38678,66.897125,1855.3539,0.6868681,9.79437,21.989143,2.499241,0.6675371,20.067432,-6.1025305,31.423748,37.609104,35.841145,1.2405937,777.29816,538.8964,616.85046
[*]c1cc(Sc2ccc(P(=O)(c3ccccc3)c3ccc(-c4ccc(C(C)C)cc4)cc3)cc2)c(-c2ccc3c(c2)C(=O)N([*])C3=O)cc1C,3.5023944,3.1617713,3.424642,5.88915,2.4043589,1.9389063,1.6305782,86.01675,72.52279,2216.7544,0.7412566,19.309381,39.54763,5.037752,0.96211827,34.339455,-6.1034875,31.03851,38.991,37.497864,1.2578192,736.6049,495.24796,607.38794
[*]NC(=S)Nc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(-c6nc7ccccc7nc6[*])c(C)c4)C5=O)cc3C2=O)cc1,2.9331732,2.6409569,3.093937,5.6483893,2.4729702,1.9751774,1.6539917,100.109985,75.89069,1976.2211,0.61962485,10.358553,24.924875,2.7174532,0.6740761,23.993826,-6.0988665,31.428501,38.814674,36.715202,1.2601943,732.23535,552.2644,617.58026
[*]c1ccc(N2C(=O)c3ccc(-c4c(NC5CCC(C)(c6ccc([*])cc6)CC5)ccc5ccccc45)cc3C2=O)cc1,3.1987035,2.9548483,3.3250241,5.5936017,2.235485,1.9222286,1.6221375,83.61499,73.686066,2197.9985,0.8486484,15.322491,32.348225,3.909573,0.90398836,28.898365,-6.162161,29.147104,33.95802,31.822926,1.1888853,788.38727,527.2986,623.7276
[*]CCc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4c(c3)C(=O)N(C35CC6CC(CC(C6)C3)C5)C4=O)c(CC[*])c1)C2=O,2.8224266,2.5859509,3.1490552,5.4192204,2.1694498,1.8937385,1.6209625,97.86083,74.06636,1913.5499,0.3877151,6.907063,17.098915,1.7495494,0.39522195,16.302633,-6.076754,30.70652,33.164482,33.205692,1.2793049,771.1434,550.0377,638.1294
[*]c1sc(Oc2ccc(C3(c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4)CCCCC3)cc2)c2nccnc12,3.055675,2.6944659,3.3347988,5.5211368,2.298017,1.9817591,1.6524173,83.42914,67.7136,1765.1957,0.64344597,10.459105,23.833014,2.684925,0.59359777,21.2195,-6.050991,31.700354,37.95181,36.1247,1.2493454,744.43427,530.38574,646.2948
[*]Oc1ccc2nc(C3CCC(c4ccc(S(=O)(=O)c5ccc(-c6ccc(-c7ccc(S(=O)(=O)c8ccc(-c9ccc%10nc([*])cnc%10c9)cc8)cc7)cc6)cc5)cc4)CC3C)cnc2c1,3.545922,3.215156,3.4353004,5.836741,2.218491,2.0110352,1.6654665,71.43859,62.48641,1937.4481,1.171319,11.604891,25.117752,3.400487,0.98113716,21.352777,-6.116909,30.824371,40.164104,35.728348,1.1972338,696.96906,520.55426,586.7172
[*]N1C(=O)c2ccc(-c3nnc(Oc4nnc(-c5csc(-c6ccc7c(c6)C(=O)N([*])C7=O)n5)o4)o3)cc2C1=O,3.0028384,2.661382,3.0391412,5.7764993,2.4187872,2.034248,1.6760684,93.631096,72.70527,1844.1677,0.9004731,9.772954,23.502449,2.4590578,0.7189348,22.93456,-6.06151,32.81303,37.787895,36.20935,1.2536159,717.3255,504.60162,581.75323
[*]c1ccc(-c2ccc(N=Nc3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)c(Oc2ccc(N=Nc3ccc(-c4ccccc4)cc3)cc2)c1,3.176854,2.8167672,3.1388755,5.782424,2.4565065,1.92011,1.6218141,95.09718,73.38971,2126.7776,0.6923065,10.350328,22.481823,2.8294094,0.7081183,19.633705,-6.094769,32.367924,40.055355,36.182583,1.2342229,771.4062,557.1558,643.9265
[*]c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(-c5cccc(C6CCC(Cc7ccc8c(c7)C(=O)N([*])C8=O)CC6C)c5)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,3.4115417,3.1182687,3.344678,5.755065,2.1376443,1.8641554,1.5920148,90.906334,68.745895,2103.8333,0.46004963,10.642761,25.018929,2.7820826,0.5280452,20.556973,-6.0895104,29.832289,35.619972,33.825,1.2343262,731.18256,539.72675,614.95374
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3cc(C)c(Cc4cc(C)c([*])cc4C)cc3C)cc1)C2=O,3.5511684,3.1206284,3.403926,5.988012,2.3343098,1.9027497,1.6097437,74.84687,68.64048,2242.3408,0.73847127,15.994072,35.383354,4.1605334,0.94688725,32.830242,-6.1150923,29.54064,36.568356,33.9889,1.2146686,675.59973,539.60406,608.3934
[*]Nc1ccc(-c2ccc(-c3cc(C)c(N4C(=O)c5ccc(Oc6ccc(C=Nc7ccc([*])cc7)cc6)cc5C4=O)cc3C)cc2C)cc1,3.0617263,2.730233,3.2278566,5.6035895,2.2949507,1.9815176,1.6471105,87.28914,77.03072,1695.3622,0.7392751,13.281414,29.131397,3.208212,0.68551147,27.864473,-6.1265144,30.251888,37.44033,34.992523,1.2357439,762.13916,522.6031,617.4566
[*]c1ccc(-c2ccc(C3(c4cc(-c5ccc(N=Nc6ccncc6)cc5)ccc4-c4ccc([*])cc4)CCCCC3)cc2)cc1,3.1807907,2.8798552,3.3322861,5.489644,2.1608536,1.9030322,1.601337,67.74847,67.51222,2185.664,1.095773,14.967926,30.127972,3.8562336,0.9288671,27.83723,-6.174203,31.453676,36.289425,33.519016,1.2004339,721.7554,501.73834,600.54315
[*]c1cccc(-c2ccc(N=Cc3ccc(-c4nc5ccc(-c6cccc(C7CCC(N8C(=O)c9ccc([*])cc9C8=O)CC7C)c6)cc5o4)cc3)cc2)c1,3.2926354,2.9241211,3.235653,5.763404,2.3079717,1.9827259,1.6504945,98.71862,72.25472,2143.8555,0.47725773,6.709302,19.472801,1.6122348,0.45113134,17.103014,-6.1098495,30.59261,37.984478,34.784424,1.2172323,721.62445,513.8991,584.6189
[*]c1ccc(Nc2ccc(C3(c4ccc(-c5ccc(-c6cccc(-c7ccc8c(c7)C(=O)N([*])C8=O)c6)cc5)cc4)c4ccccc4Oc4ccccc43)cc2)cc1,3.3828483,3.0732427,3.372582,5.692484,2.171344,1.916456,1.6181704,96.2146,75.435295,2274.6284,0.7768705,15.469826,33.823,4.326535,0.8672416,30.490284,-6.0808396,33.755543,42.4502,39.060642,1.2643298,751.34503,543.9304,624.7128
[*]NC(=O)C(=O)N1C(=O)c2ccc(-c3cc(-c4cc(Nc5ccc([*])cc5)cc(C)c4C)cc(C)c3C)cc2C1=O,3.1373472,2.7621741,3.1845863,5.6093874,2.3459985,2.0148742,1.6674614,84.78419,65.17693,1946.0234,0.37630653,6.624269,21.475,1.8075392,0.39488912,19.633863,-6.0980783,28.02253,35.851254,33.10465,1.191628,700.3473,513.01807,606.65924
[*]c1ccc(N2C(=O)c3ccc(-c4cccc(-c5ccccc5)c4)cc3C2=O)cc1C1(c2cccc3c2C(=O)N([*])C3=O)CC2CC1C1CCCC21,3.4864352,3.2147367,3.3967366,5.847647,2.2529807,1.8783145,1.6015713,97.06926,67.80287,2091.4363,0.36601734,8.687679,25.371513,1.9098415,0.38362467,23.243458,-6.0451674,31.446428,39.791492,38.062336,1.2767594,740.08813,550.0632,627.2155
[*]C(=O)N(c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1)c1cccc(-c2cc(C)c(-c3ccc4c(c3)C(=O)N([*])C4=O)c(C)c2)c1,3.5180676,3.0688648,3.372193,5.9479074,2.4399998,1.9297723,1.621361,95.98651,72.93809,2196.8994,0.62261057,9.170875,24.959198,2.3650022,0.6683639,21.723095,-6.1185765,29.5841,33.653824,33.705563,1.2237803,708.60077,533.14935,606.32764
[*]c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4n3-c3cc([*])c(C)nc3C)c(-c3ccccc3)cc1-c1ccc(Cl)cc1)C2=O,2.9259067,2.7080107,3.2119002,5.5142493,2.3432019,1.8898113,1.6050302,78.19099,61.35354,1844.7006,0.7352531,15.810272,29.45937,3.822496,0.78898776,29.523245,-6.0910034,28.15525,32.54928,32.69829,1.2256627,731.064,501.16666,596.386
[*]c1cccc(-c2ccc(C3(c4ccc(-c5ccc(Nc6cccc(-c7ccc8c(c7)C(=O)N([*])C8=O)c6)cc5C)cc4)c4ccccc4-c4ccccc43)cc2)c1,3.609346,3.353522,3.438679,5.8940873,2.2601879,1.9695729,1.643634,94.684105,71.23241,2134.836,0.78311014,13.882621,31.505276,3.805914,0.78726864,27.042953,-6.0967097,31.691843,39.176476,36.660015,1.2390176,754.2046,559.59326,629.72656
[*]c1cccc(-c2cccc(-c3c(C)cc(-c4ccc(-c5ccc6c(c5)C(=O)N(c5cccc([*])c5C)C6=O)c(C)c4)cc3C)c2)c1C,3.656979,3.401225,3.385434,6.009237,2.2372572,1.9628447,1.6262661,84.90158,62.011135,1770.419,0.5222783,8.969328,26.08208,2.2537565,0.5264702,21.337433,-6.0797496,30.274582,35.202232,35.807194,1.2700808,768.7348,551.02515,622.61005
[*]C(=O)c1ccc(-c2cccc(-c3ccc4c(c3)C(C)(c3ccc(N5C(=O)c6ccc(-c7cc(C)c([*])c(C)c7)cc6C5=O)cc3)CC4(C)C)c2)cc1,3.4375782,3.087506,3.2732668,5.8502746,2.1574755,1.8851403,1.5982887,98.409096,78.376686,2259.1672,0.7254472,18.716469,41.220924,4.3721514,0.7465339,34.15674,-6.0918646,30.63182,37.7796,37.50886,1.2722387,771.1749,544.3059,622.6613
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(N=Cc4ccc(-c5ccc6nc(-c7ccc8c(c7)C(=O)N([*])C8=O)cnc6c5)cc4)cc2)C3=O)cc1,2.9126105,2.6070356,3.0714996,5.6340046,2.4233,1.9610584,1.6454399,101.93214,77.16423,1935.5524,0.6909001,9.750088,22.731253,2.899045,0.60611963,18.857346,-6.1159425,30.316982,35.63743,33.508747,1.2117732,725.96155,548.96765,629.23975
[*]N1CCN(c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3)ccc2-c2ccc([N+](=O)[O-])cc2)CC1,3.2421923,2.8833807,3.2825658,5.710083,2.335054,1.9415399,1.6358726,98.097786,76.51005,2076.3303,0.68160784,9.166847,21.000685,2.3282094,0.63714564,20.302557,-6.138111,28.429543,33.50115,31.914448,1.1928785,664.9947,526.98303,589.1904
[*]CCCCCCCc1ccc2c(c1)C(=O)N(c1ccc3nc(-c4ccc(-c5ccc(CCC[*])cc5)cc4)c(-c4ccccc4)nc3c1)C2=O,3.1981103,2.8067596,3.2380297,5.5902157,2.1744053,1.9047158,1.6242845,93.70107,67.75133,1998.9388,1.0645928,15.559189,31.816818,3.9846735,1.0273392,28.39753,-6.0875998,29.655128,38.12405,34.957767,1.2281116,764.9632,494.77103,608.36945
[*]Nc1ccc(-c2ccc(-c3ccc(N=Cc4ccc(Oc5ccc(N=Cc6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4)cc3)c(C)c2)cc1,3.2910771,2.9634142,3.3435786,5.6812334,2.2705302,1.9187926,1.6062146,91.015434,70.82578,1763.5018,0.76951456,12.8869915,27.462395,3.5360975,0.68974614,22.244427,-6.129192,28.960339,33.18634,32.860077,1.2186766,707.21594,504.59915,578.1092
[*]c1ccc(-c2cc(-c3ccc4c(c3)C(=O)N(c3cccc(-c5ccc(-c6nnc([*])o6)cc5[N+](=O)[O-])c3)C4=O)cc(C)c2C)cc1,3.2305486,2.9159913,3.1844785,5.873739,2.5200212,2.026327,1.6626127,94.12324,65.054474,1923.3278,0.52873933,8.975977,27.312912,2.2231836,0.53566206,24.361187,-6.05348,33.02326,42.182995,38.025654,1.2296784,752.53986,538.9378,621.01025
[*]N(C)N(C)C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(S([*])(=O)=O)cc3)cc1OC)C2=O,3.245605,2.7922392,3.2775245,5.698651,2.3004603,2.020305,1.6703867,93.26595,76.5906,1959.4586,0.34664595,6.3096623,17.19595,1.6935382,0.36724555,17.0795,-6.067834,31.506517,36.033688,34.652393,1.2208624,677.617,501.82074,614.77716
[*]Oc1ccc2c(c1)C(=O)N(c1nc3ccc(S(=O)(=O)c4ccc5nc(-c6ccc(CC)cc6)c([*])nc5c4)cc3nc1CC)C2=O,3.013847,2.6189666,3.093242,5.725724,2.5636773,1.9982531,1.6647195,95.933914,73.68722,2010.8951,0.72514343,15.600431,28.575363,3.708837,0.6847973,25.414656,-6.0600333,32.17058,42.037292,38.354527,1.2751217,721.8935,505.8479,575.9216
[*]Oc1ccc(NCOc2ccccc2-c2ccc3c(c2)C(=O)N(c2ccc([*])cc2)C3=O)cc1,3.3508654,2.950378,3.3369093,5.6295466,1.9710034,1.8459383,1.5936282,77.95305,66.89746,1759.8544,0.45297313,10.076374,24.022884,2.338222,0.57460475,24.253792,-6.09229,29.944977,40.0634,35.77289,1.2414998,772.77606,492.82944,605.4953
[*]Cc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(P(=O)(c4ccccc4)c4ccc(-c5ccc(-c6ccc(P(=O)(c7ccccc7)c7ccc([*])cc7)cc6)cc5)cc4)cc3)cc1C)C2=O,3.5390332,3.1621735,3.4749212,5.94198,2.4598398,1.9524037,1.6310706,80.89894,60.562595,1898.0884,0.42542982,8.131958,19.25222,2.1405966,0.418159,17.177877,-6.0903573,34.111744,44.938335,39.5108,1.2497996,789.2963,520.9855,632.26013
[*]c1ccc2c(c1)C(=O)N(C(=O)c1ccc3c(c1)C(=O)N(c1ccc(C=Nc4ccc(-c5ccc(C=Nc6ccc(-c7ccccc7[Si]([*])(c7ccccc7)c7ccccc7)cc6)cc5)cc4)cc1)C3=O)C2=O,2.9889972,2.707654,3.225792,5.5683155,2.3145819,1.9712262,1.654744,91.38236,75.43221,2094.1711,0.94695663,15.360327,32.78847,3.8621655,0.8475901,29.548038,-6.115171,31.890343,36.868847,34.97452,1.2423748,723.8557,536.3917,633.1345
[*]c1ccc(N2C(=O)c3ccc(-c4ccc(C5CN(c6ccc(C(C)(C)C)cc6C)C(=O)C5[*])c(C)c4)cc3C2=O)cc1,3.153359,2.7959,3.1192937,5.7496457,2.3204007,1.8863118,1.6036285,86.229355,69.6641,1904.3751,0.793844,13.786423,28.060396,3.3446684,0.7392814,24.282602,-6.0891695,30.810389,39.328495,36.416786,1.2685145,699.0156,532.8752,605.4754
[*]Nc1ccc(-c2ccc(N[*])c(-c3cccc4c3C(=O)c3ccccc3C4=O)c2)cc1-c1ccc(CC)cc1-c1cccc2c1C(=O)c1ccccc1C2=O,3.4714503,3.1462824,3.3398771,5.930537,2.1776218,1.8792211,1.5947577,80.57587,63.731613,1726.0426,0.5651598,15.266203,35.480663,3.2555552,0.70384157,33.699295,-6.142256,29.24943,34.903893,34.546803,1.2208068,745.4915,514.9118,583.9313
[*]OC1CCC(C(C)(C)c2ccc(S(=O)(=O)c3ccc(-c4ccc5nc(-c6ccc(-c7ccc([*])cc7)cc6)cnc5c4)cc3)cc2)CC1C,3.778819,3.443359,3.515132,5.9112463,2.0706527,1.9081669,1.6109946,66.19383,68.74056,2069.4749,0.7511169,9.980464,23.673092,2.6824822,0.62658966,22.54039,-6.143544,28.237669,35.130054,33.086384,1.235734,681.5181,507.1142,579.9021
[*]CC([*])c1cc(C(=O)O)ccc1-c1ccc2c(c1)C(=O)N(c1ccc3ccc(-c4ccccc4)cc3c1)C2=O,3.154984,2.7903903,3.2318218,5.688497,2.3187342,1.8862255,1.6145155,94.68019,69.43433,2334.3967,0.7898686,13.57754,27.675167,3.1672702,0.8183148,26.255325,-6.1154227,29.598598,38.958782,33.157898,1.1981162,734.51624,513.9942,622.4957
[*]c1ccc(S(=O)(=O)c2ccc(-n3c(-c4cccc(-c5nc6ccccc6n5-c5ccc(N=Cc6ccc(-n7nc([*])c8ccccc8c7=O)cc6)cc5)c4)nc4ccccc43)cc2)cc1,3.5696578,3.3266134,3.4897943,5.853625,2.3449125,2.025127,1.6558529,72.407166,58.202595,1732.207,0.9020165,7.5226364,18.032598,1.9411073,0.6350913,16.352083,-6.1181474,30.180265,33.952457,32.736107,1.1935742,749.6797,551.59705,629.6754
[*]c1ccc(Nc2ccc(C)c(-c3cc(-c4ccc(-c5ccc([*])nn5)cc4)ccc3C)c2)nn1,3.3045447,3.0172293,3.317667,5.592284,2.146861,1.9731841,1.632593,87.01116,70.65845,2154.4207,0.5233669,12.738998,29.487324,2.31164,0.6140115,30.800043,-6.1520877,31.413263,35.56617,33.223415,1.2163296,722.774,514.7606,587.44604
[*]c1ccc(-c2ccc(-c3ccc([*])cc3)c(-c3cc(-c4ccc(C#N)cc4)cc(-c4ccc([N+](=O)[O-])cc4)c3)c2)cc1,3.082179,2.7234256,3.231329,5.6206093,2.4297194,1.9418455,1.6208547,99.61073,71.92031,2203.714,0.623103,8.677512,19.38596,2.5435143,0.57871914,18.696465,-6.097255,33.54874,39.684624,37.34361,1.2290761,736.57196,525.84106,619.5171
[*]NC(=S)c1ccc(NC(=O)CCc2ccc3c(c2)C(=O)N(c2ccc(Br)cc2-c2ccc([*])cc2)C3=O)cc1,3.2002518,2.7702053,3.286602,5.662268,2.3550014,2.0109494,1.678626,88.88048,79.28082,2197.6792,0.5939739,10.651791,22.60157,2.7064984,0.6133435,21.668945,-6.0246434,34.05775,42.84688,39.298313,1.2429999,681.45465,494.65524,641.76965
